sample,time,RAX_A,RAX_B,RAX_C,RAX_D,RAX_E,RAX_F,RAX_G,RAX_H,Boost_Target,Boost_Error,MAF_Frequency,AFR_O2_WB_ADC,LogEntryDate,LogEntrySeconds,LogNotes,Custom
655,49.200,2793954184,252739584,256376978,459866191,1343246097,557010048,12932939,268439311,11.9951,0,25,12.3309,0,0,0,0
656,49.275,2793954184,252739584,256376978,451477583,1343246097,557010048,12867403,268439311,11.9951,0,25,12.3807,0,0,0,0
657,49.350,2793954184,252739584,256245906,451477583,1343246098,557010048,12867403,268439311,11.9951,0,25,12.072,0,0,0,0
658,49.425,2793954184,252739584,256245906,459866191,1343246098,557010048,12867403,268439311,11.9951,0,25,12.1741,0,0,0,0
659,49.500,2793954184,252739584,256245906,459866191,1343246098,557010048,12867403,268439311,11.9951,0,25,12.1243,0,0,0,0
660,49.575,2793954184,252739584,256245907,459866191,1343246098,557010048,12867403,268439311,11.9951,0,25,12.1741,0,0,0,0
661,49.650,2793954184,252739584,256245906,459866191,1343245841,557010048,12867403,268439311,11.9951,0,25,12.3309,0,0,0,0
662,49.725,2793954184,252739584,256376977,451477583,1343245841,557010048,12867403,268439311,11.9951,0,25,12.4853,0,0,0,0
663,49.800,2793954184,252739584,256376977,451477583,1343246098,557010048,12867403,268439311,11.9951,0,25,12.3807,0,0,0,0
664,49.875,2793954184,252739584,256245906,451477583,1343246098,557010048,12867403,268439311,11.9951,0,25,12.3309,0,0,0,0
665,49.950,2793954184,252739584,256245906,451477583,1343246098,557010048,12867403,268439311,11.9951,0,25,12.2786,0,0,0,0
666,50.025,2793954184,252739584,256376978,459866191,1343246098,557010048,12867403,268439311,11.9951,0,25,12.2786,0,0,0,0
667,50.100,2793954184,252739584,256245906,459866191,1343246098,557010048,12867403,268439311,11.9951,0,25,12.3807,0,0,0,0
668,50.175,2793954184,252739584,256376978,459866191,1343246098,557010048,12867403,268439311,11.9951,0,25,12.4853,0,0,0,0
669,50.250,2793954184,252739584,256376977,459866191,1343246097,557010048,12867403,268439311,11.9951,0,25,12.2786,0,0,0,0
670,50.325,2793954184,252739584,256376978,451477583,1343246097,557010048,12867403,268439311,11.9951,0,25,12.3807,0,0,0,0
671,50.400,2793954184,252739584,256245906,451477583,1343246098,557010048,12867403,268439311,11.9951,0,25,12.2264,0,0,0,0
672,50.475,2793954184,252739584,256245906,459866191,1343246098,557010048,12867403,268439311,11.9951,0,25,12.2264,0,0,0,0
673,50.550,2793954184,252739584,256376977,459866191,1343246098,557010048,12867403,268439311,11.9951,0,25,12.2264,0,0,0,0
674,50.625,2793954184,252739584,256376978,459866191,1343246098,557010048,12867403,268439567,11.9951,0,25,12.433,0,0,0,0
675,50.700,2793954184,269516800,273154193,459866191,1343246097,557010048,12867403,268439311,11.9951,0,25,12.5375,0,0,0,0
676,50.775,2793954184,252739584,256376977,451477583,1343246097,557010048,12867403,268439311,11.9951,0,25,12.3309,0,0,0,0
677,50.850,2793954184,269516800,273154193,451477583,1343246098,557010048,12932939,268439311,11.9951,0,25,12.4853,0,0,0,0
678,50.925,2793954184,269582336,273023122,543752282,1343246098,557010048,12932939,268440336,12.5756,0,31.25,12.2264,0,0,0,0
679,51.000,2793954184,337346560,340394132,543752282,1611681554,876432512,12932939,335554580,15.6711,0,43.75,12.3309,0,0,0,0
680,51.075,2793954184,505446400,507642016,837353568,1611681554,876432512,12867403,503721502,18.1862,0,62.5,12.433,0,0,0,0
681,51.150,2793954184,522092544,524681396,837353568,2889913875,876432512,12867403,521477407,18.3797,0,68.75,12.1741,0,0,0,0
682,51.225,2793954184,488210432,491389129,736690270,2889913875,741559424,12867403,488249885,17.7992,0,75,12.2786,0,0,0,0
683,51.300,2793954184,454393856,458096858,736690270,2557519172,741559424,12867403,454563867,17.0254,0,68.75,12.1243,0,0,0,0
684,51.375,2793954184,403996672,408027363,636026971,2557519172,741559424,12867403,404100120,16.058,0,68.75,11.6065,0,0,0,0
685,51.450,2793954184,370311168,374866159,636026971,2152765010,674450560,12867403,370414102,15.0907,0,62.5,11.141,0,0,0,0
686,51.525,2793954184,336691200,341442804,526975065,2152765010,674450560,12932939,336728340,14.1233,0,56.25,10.8299,0,0,0,0
687,51.600,2793954184,303071232,308150521,526975065,1815384144,674450560,12932939,303042322,13.156,0,56.25,10.8299,0,0,0,0
688,51.675,2793954184,269451264,274727165,443088982,1815384144,624118912,12932939,269356560,12.1886,0,50,10.7776,0,0,0,0
689,51.750,2793954184,235831296,241172735,443088982,1546684483,624118912,12932939,235736334,11.4147,0,43.75,10.8299,0,0,0,0
690,51.825,2793954184,219054080,224395519,375980115,1546684483,624118912,12932939,218893325,10.8343,0,37.5,10.7776,0,0,0,0
691,51.900,2793954184,202211328,207487228,375980115,1345091644,573787264,12932939,202050316,10.2539,0,37.5,10.8299,0,0,0,0
692,51.975,2793954184,185434112,190578935,334037073,1345091644,573787264,12801867,185207307,9.6735,0,31.25,10.7776,0,0,0,0
693,52.050,2793954184,168656896,173670640,334037073,1344564788,573787264,12801867,168364554,9.28656,0,31.25,11.6065,0,0,0,0
694,52.125,2793954184,168656896,173539560,308871247,1344564788,540232832,12801867,168364554,9.09309,0,25,10.8299,0,0,0,0
695,52.200,2793954184,168722432,173277409,308871247,1344561965,540232832,12867403,167774730,9.09309,0,25,11.7609,0,0,0,0
696,52.275,2793954184,168722432,173015255,317259856,1344561965,540232832,12867403,167774986,9.28656,0,25,11.7609,0,0,0,0
697,52.350,2793954184,168722432,172753100,317259856,1343773737,607341696,12867403,167775498,9.48003,0,25,11.8131,0,0,0,0
698,52.425,2793954184,202342400,206176453,401145941,1343773737,607341696,12867403,201330700,10.2539,0,31.25,11.7086,0,0,0,0
699,52.500,2793954184,219119616,222822591,401145941,1410619154,607341696,12867403,218435597,10.6409,0,31.25,11.9675,0,0,0,0
700,52.575,2793954184,219119616,222691516,409534547,1410619154,557010048,12867403,218894093,10.8343,0,31.25,12.072,0,0,0,0
701,52.650,2793954184,219119616,222691513,409534547,1343247634,557010048,12867659,218107149,10.8343,0,31.25,12.4853,0,0,0,0
702,52.725,2793954184,219119616,222560438,401145936,1343247634,557010048,12867659,218107149,10.8343,0,25,12.3807,0,0,0,0
703,52.800,2793954184,219119616,222429361,401145936,1343246354,590564480,12867659,218107405,10.8343,0,25,12.7964,0,0,0,0
704,52.875,2793954184,235896832,239075502,417923153,1343246354,590564480,12933195,218369805,11.0278,0,31.25,13.1051,0,0,0,0
705,52.950,2793954184,235896832,238944427,417923153,1343245842,590564480,12933195,235081486,11.2213,0,31.25,12.8985,0,0,0,0
706,53.025,2793954184,235962368,238813350,426311761,1343245842,573787264,12933195,234884878,11.4147,0,31.25,12.7441,0,0,0,0
707,53.100,2793954184,235962368,238813347,426311761,1343245842,573787264,12802123,234885134,11.6082,0,31.25,12.7964,0,0,0,0
708,53.175,2793954184,252739584,255590559,443088977,1343245842,573787264,12802123,252055567,11.6082,0,31.25,12.5898,0,0,0,0
709,53.250,2793954184,252739584,255721628,443088977,1343245842,557010048,12802123,251728143,11.9951,0,31.25,12.5898,0,0,0,0
710,53.325,2793954184,252739584,255983770,451477584,1343245842,557010048,12933195,252120847,11.9951,0,31.25,12.433,0,0,0,0
711,53.400,2793954184,252739584,255983769,451477584,1343246098,557010048,12933195,252382991,11.6082,0,25,12.2264,0,0,0,0
712,53.475,2793954184,235962368,239075480,434700367,1343246098,540232832,12933195,235736846,11.4147,0,25,12.433,0,0,0,0
713,53.550,2793954184,235962368,239337623,434700367,1343246098,540232832,12867659,235736846,11.4147,0,25,12.3807,0,0,0,0
714,53.625,2793954184,235896832,239468693,434700367,1343246098,540232832,12867659,235736846,11.4147,0,25,12.2786,0,0,0,0
715,53.700,2793954184,235962368,239468692,434700367,1343246098,540232832,12867659,235736846,11.4147,0,25,12.2264,0,0,0,0
716,53.775,2793954184,235962368,239468690,451477583,1343246098,540232832,12867659,235736846,11.4147,0,25,12.3807,0,0,0,0
717,53.850,2793954184,252739584,256245905,451477583,1343246098,540232832,12867659,252514063,11.6082,0,25,12.5375,0,0,0,0
718,53.925,2793954184,252739584,256245904,451477583,1343246098,540232832,12867659,252514063,11.6082,0,25,12.6919,0,0,0,0
719,54.000,2793954184,252739584,256245903,451477583,1343246097,540232832,12867659,252514063,11.6082,0,25,12.433,0,0,0,0
720,54.075,2793954184,252739584,256245903,451477583,1343246097,540232832,12867659,252514063,11.6082,0,25,12.3807,0,0,0,0
721,54.150,2793954184,252739584,256245902,451477583,1343246098,540232832,12867659,252514063,11.8017,0,25,12.2786,0,0,0,0
722,54.225,2793954184,252739584,256245903,468254799,1343246098,540232832,12933195,252514063,11.8017,0,25,12.5375,0,0,0,0
723,54.300,2793954184,252739584,256245902,468254799,1343246098,540232832,12933195,252514063,11.8017,0,25,12.3309,0,0,0,0
724,54.375,2793954184,252739584,256245903,451477583,1343246098,540232832,12933195,252579599,11.8017,0,25,12.4853,0,0,0,0
725,54.450,2793954184,252739584,256245903,451477583,1343246097,540232832,12933195,252579599,11.8017,0,25,12.2264,0,0,0,0
726,54.525,2793954184,252739584,256376974,468254799,1343246097,540232832,12933195,252579855,11.8017,0,25,12.1741,0,0,0,0
727,54.600,2793954184,252739584,256376974,468254799,1343246098,540232832,12933195,252579855,11.8017,0,25,12.3807,0,0,0,0
728,54.675,2793954184,252739584,256376973,459866191,1343246098,540232832,12933195,252579855,11.8017,0,25,12.3309,0,0,0,0
729,54.750,2793954184,252739584,256376973,459866191,1343246098,540232832,12933195,252579855,11.9951,0,25,12.3309,0,0,0,0
730,54.825,2793954184,252739584,256376973,468254799,1343246098,540232832,12933195,252579855,11.9951,0,25,12.3807,0,0,0,0
731,54.900,2793954184,252739584,256376973,468254799,1343246098,540232832,12867659,252579855,11.9951,0,25,12.433,0,0,0,0
732,54.975,2793954184,252739584,256376973,459866191,1343246098,540232832,12867659,252579855,11.9951,0,25,12.2786,0,0,0,0
733,55.050,2793954184,252739584,256376973,459866191,1343246097,540232832,12867659,252579855,11.9951,0,25,12.3807,0,0,0,0
734,55.125,2793954184,269516800,273154189,468254799,1343246097,540232832,12933195,268439567,11.9951,0,25,12.5375,0,0,0,0
735,55.200,2793954184,269516800,272892046,468254799,1343246098,540232832,12933195,268439568,12.3821,0,31.25,12.7441,0,0,0,0
736,55.275,2793954184,320503808,323354767,711524451,1343246098,860048512,12933195,318776851,13.7364,0,37.5,12.4853,0,0,0,0
737,55.350,2793954184,421429248,424280209,711524451,2551205650,860048512,12867659,470166812,17.6058,0,50,12.7441,0,0,0,0
738,55.425,2793954184,522158080,524419232,812187742,2551205650,860048512,12867659,521216031,18.1862,0,62.5,12.6396,0,0,0,0
739,55.500,2793954184,505118720,508035258,812187742,2823327507,741559424,12867659,505092894,17.9927,0,68.75,13.3141,0,0,0,0
740,55.575,2793954184,471367680,474874060,703135836,2823327507,741559424,12867659,471406620,17.4123,0,68.75,14.2451,0,0,0,0
741,55.650,2793954184,420773888,424673497,703135836,2422773306,741559424,12867659,420943129,16.2515,0,68.75,12.6919,0,0,0,0
742,55.725,2793954184,387153920,391381222,602472538,2422773306,674450560,12867659,387191575,15.2841,0,62.5,12.0197,0,0,0,0
743,55.800,2793954184,353468416,358351087,602472538,2085393224,674450560,12802123,353571093,14.1233,0,56.25,11.2954,0,0,0,0
744,55.875,2793954184,303005696,308150518,493420631,2085393224,674450560,12802123,303042322,13.3494,0,56.25,10.8821,0,0,0,0
745,55.950,2793954184,286228480,291504378,493420631,1681165379,624118912,12802123,269422096,12.5756,0,50,10.8821,0,0,0,0
746,56.025,2793954184,252608512,257818875,417923157,1681165379,624118912,12933195,252513551,11.6082,0,43.75,10.7254,0,0,0,0
747,56.100,2793954184,219054080,224264443,417923157,1412464188,624118912,12933195,218893325,11.0278,0,37.5,10.6755,0,0,0,0
748,56.175,2793954184,202211328,207487224,359202898,1412464188,573787264,12933195,202050316,10.2539,0,37.5,11.0365,0,0,0,0
749,56.250,2793954184,185434112,190578932,359202898,1345090359,573787264,12933195,185207307,9.86697,0,31.25,11.5542,0,0,0,0
750,56.325,2793954184,168656896,173670638,317259855,1345090359,573787264,12933195,168364554,9.28656,0,31.25,10.932,0,0,0,0
751,56.400,2793954184,168656896,173408485,317259855,1344563759,540232832,12933195,168364554,9.09309,0,25,11.8654,0,0,0,0
752,56.475,2793954184,168722432,173277406,317259855,1344563759,540232832,12933195,151521801,9.09309,0,25,11.5542,0,0,0,0
753,56.550,2793954184,168722432,173015252,317259855,1343774505,540232832,12933195,151587337,9.09309,0,25,11.6564,0,0,0,0
754,56.625,2793954184,168722432,172753098,342425681,1343774505,607341696,12933195,167774986,9.28656,0,25,11.8654,0,0,0,0
755,56.700,2793954184,202342400,206176451,342425681,1343511585,607341696,12867659,201330444,10.0604,0,31.25,11.8654,0,0,0,0
756,56.775,2793954184,202342400,206045375,409534547,1343511585,607341696,12867659,201461516,10.6409,0,31.25,12.2264,0,0,0,0
757,56.850,2793954184,219119616,222691514,409534547,1343248146,557010048,12867659,218631949,10.6409,0,31.25,12.1741,0,0,0,0
758,56.925,2793954184,219119616,222560439,401145937,1343248146,557010048,12867659,218107149,10.6409,0,31.25,12.3309,0,0,0,0
759,57.000,2793954184,219119616,222429363,401145937,1410617618,557010048,12867659,218107661,10.8343,0,31.25,12.433,0,0,0,0
760,57.075,2793954184,235962368,239075503,426311762,1410617618,590564480,12867659,234885134,11.2213,0,31.25,12.6919,0,0,0,0
761,57.150,2793954184,235962368,239075500,426311762,1410616850,590564480,12933195,234884622,11.2213,0,31.25,12.6396,0,0,0,0
762,57.225,2793954184,235896832,238944423,426311761,1410616850,590564480,12933195,234884622,11.2213,0,31.25,12.3309,0,0,0,0
763,57.300,2793954184,252870656,255459490,426311761,1343246098,590564480,12933195,251662607,11.6082,0,31.25,12.4853,0,0,0,0
764,57.375,2793954184,252870656,255590559,468254802,1343246098,590564480,12933195,251662607,11.9951,0,31.25,12.3309,0,0,0,0
765,57.450,2793954184,269516800,272367773,468254802,1343246097,590564480,12933195,252055567,11.9951,0,31.25,12.3807,0,0,0,0
766,57.525,2793954184,252739584,255983770,451477584,1343246097,557010048,12933195,251662095,11.8017,0,31.25,12.1741,0,0,0,0
767,57.600,2793954184,252739584,255983769,451477584,1343246098,557010048,12802379,251727631,11.8017,0,31.25,12.3309,0,0,0,0
768,57.675,2793954184,252739584,255983767,434700367,1343246098,557010048,12802379,252055311,11.6082,0,25,12.3309,0,0,0,0
769,57.750,2793954184,252739584,255983764,434700367,1343246098,557010048,12802379,251662095,11.6082,0,25,12.072,0,0,0,0
770,57.825,2793954184,252739584,256114835,459866192,1343246098,557010048,12933451,251662351,11.8017,0,25,12.0197,0,0,0,0
771,57.900,2793954184,252739584,256114835,459866192,1343246097,557010048,12933451,251989775,11.8017,0,25,12.3309,0,0,0,0
772,57.975,2793954184,252739584,256114833,443088975,1343246097,540232832,12933451,252317455,11.6082,0,25,12.1741,0,0,0,0
773,58.050,2793954184,252739584,256245904,443088975,1343246098,540232832,12867915,252514063,11.6082,0,25,12.1741,0,0,0,0
774,58.125,2793954184,252739584,256245904,443088975,1343246098,540232832,12867915,252514063,11.6082,0,25,12.1741,0,0,0,0
775,58.200,2793954184,252739584,256245904,443088975,1343246098,540232832,12867915,252514063,11.6082,0,25,11.9675,0,0,0,0
776,58.275,2793954184,252739584,256114831,451477583,1343246098,540232832,12933451,252514063,11.6082,0,25,12.2264,0,0,0,0
777,58.350,2793954184,252739584,256114830,451477583,1343246097,540232832,12933451,252514063,11.6082,0,25,12.0197,0,0,0,0
778,58.425,2793954184,252739584,256114829,451477583,1343246097,540232832,12933451,252514063,11.6082,0,25,12.072,0,0,0,0
779,58.500,2793954184,252739584,256245901,451477583,1343246097,540232832,12802379,252514063,11.8017,0,25,11.8654,0,0,0,0
780,58.575,2793954184,252739584,256245901,459866191,1343246097,540232832,12802379,252514063,11.8017,0,25,12.2264,0,0,0,0
781,58.650,2793954184,252739584,256245900,459866191,1343246098,540232832,12802379,252579599,11.8017,0,25,12.0197,0,0,0,0
782,58.725,2793954184,252739584,256245900,459866191,1343246098,540232832,12867915,252579855,11.8017,0,25,12.072,0,0,0,0
783,58.800,2793954184,252739584,256245900,459866191,1343246098,540232832,12867915,252579855,11.8017,0,25,12.072,0,0,0,0
784,58.875,2793954184,252739584,256245901,468254799,1343246098,540232832,12867915,252579599,11.8017,0,25,12.2786,0,0,0,0
785,58.950,2793954184,252739584,256245901,468254799,1343246098,540232832,12867915,252579599,11.8017,0,25,12.2786,0,0,0,0
786,59.025,2793954184,252739584,256245900,459866191,1343246098,540232832,12867915,252579599,11.8017,0,25,12.2786,0,0,0,0
787,59.100,2793954184,252739584,256245900,459866191,1343246098,540232832,12867915,252579855,11.8017,0,25,12.2264,0,0,0,0
788,59.175,2793954184,252739584,256245900,468254799,1343246098,540232832,12933451,252579855,11.8017,0,25,12.433,0,0,0,0
789,59.250,2793954184,252739584,256114828,468254799,1343246098,540232832,12933451,268439567,11.9951,0,25,12.2786,0,0,0,0
790,59.325,2793954184,286621696,289800331,585695324,1343246098,776359040,12933451,285220625,12.9625,0,31.25,12.2786,0,0,0,0
791,59.400,2793954184,354123776,357171344,585695324,1745899282,776359040,12867915,352331541,15.8645,0,43.75,12.2786,0,0,0,0
792,59.475,2793954184,489062400,491782296,879296613,1745899282,776359040,12867915,536882464,18.5731,0,62.5,12.5375,0,0,0,0
793,59.550,2793954184,572555264,574619823,879296613,3091234834,758336640,12867915,570893090,19.347,0,75,12.7964,0,0,0,0
794,59.625,2793954184,521830400,524681418,787021918,3091234834,758336640,12867915,521476895,18.5731,0,75,13.003,0,0,0,0
795,59.700,2793954184,471236608,474349781,787021918,2691735340,758336640,12867915,471406876,17.4123,0,75,12.7964,0,0,0,0
796,59.775,2793954184,454393856,457965797,677970014,2691735340,708004992,12867915,453383962,17.0254,0,75,11.7609,0,0,0,0
797,59.850,2793954184,420708352,424542448,677970014,2354617682,708004992,12933451,403706904,16.2515,0,68.75,11.141,0,0,0,0
798,59.925,2793954184,370245632,374472954,568918107,2354617682,708004992,12933451,370414102,14.7037,0,62.5,10.932,0,0,0,0
799,60.000,2793954184,319848448,324403456,568918107,1949603921,657673344,12933451,319885331,13.7364,0,56.25,11.0887,0,0,0,0
800,60.075,2793954184,286228480,291111172,468254808,1949603921,657673344,12933451,286199569,12.5756,0,56.25,10.9843,0,0,0,0
801,60.150,2793954184,252674048,257556742,468254808,1613794366,657673344,12933451,252579343,11.9951,0,50,11.0887,0,0,0,0
802,60.225,2793954184,235831296,240779525,401145941,1613794366,607341696,12933451,235670798,11.2213,0,43.75,10.932,0,0,0,0
803,60.300,2793954184,219054080,224133380,401145941,1412463412,607341696,12867915,218827789,10.6409,0,37.5,10.9843,0,0,0,0
804,60.375,2793954184,202276864,208273664,350814291,1412463412,607341696,12867915,201984780,10.0604,0,37.5,11.0365,0,0,0,0
805,60.450,2793954184,185434112,191627518,350814291,1344827440,557010048,12867915,185207307,9.6735,0,31.25,11.3999,0,0,0,0
806,60.525,2793954184,168656896,174981368,317259856,1344827440,557010048,12802379,168364554,9.28656,0,31.25,11.9675,0,0,0,0
807,60.600,2793954184,151879680,158204145,317259856,1344300073,557010048,12802379,151521545,8.89962,0,25,11.6065,0,0,0,0
808,60.675,2793954184,151945216,158466283,292094031,1344300073,540232832,12802379,151521545,8.70615,0,25,11.9675,0,0,0,0
809,60.750,2793954184,151945216,156631269,292094031,1344298531,540232832,12933451,151521801,8.70615,0,25,11.502,0,0,0,0
810,60.825,2793954184,151945216,156238040,317259855,1344298531,540232832,12933451,151521801,8.89962,0,25,11.7086,0,0,0,0
811,60.900,2793954184,168722432,172884176,317259855,1343772705,607341696,12933451,167774985,9.09309,0,25,11.8654,0,0,0,0
812,60.975,2793954184,185565184,189399238,392757332,1343772705,607341696,12867915,184553227,10.2539,0,31.25,12.0197,0,0,0,0
813,61.050,2793954184,202342400,206045378,392757332,1343247386,607341696,12867915,201592588,10.4474,0,31.25,12.1243,0,0,0,0
814,61.125,2793954184,202342400,205914301,401145938,1343247386,590564480,12867915,218107405,10.6409,0,31.25,12.2786,0,0,0,0
815,61.200,2793954184,219119616,222691514,401145938,1410617618,590564480,12802379,218173197,10.8343,0,31.25,12.5375,0,0,0,0
816,61.275,2793954184,219119616,222429364,401145937,1410617618,590564480,12802379,218107149,10.8343,0,31.25,12.5898,0,0,0,0
817,61.350,2793954184,219119616,222429362,401145937,1410616850,557010048,12802379,218173453,11.0278,0,31.25,13.1574,0,0,0,0
818,61.425,2793954184,235896832,239075500,426311762,1410616850,557010048,12867915,234884878,11.2213,0,31.25,12.8486,0,0,0,0
819,61.500,2793954184,235962368,238944425,426311762,1410617106,557010048,12867915,234884366,11.2213,0,31.25,13.003,0,0,0,0
820,61.575,2793954184,235962368,238813349,426311760,1410617106,540232832,12867915,234950158,11.2213,0,25,12.8486,0,0,0,0
821,61.650,2793954184,235962368,238682274,426311760,1343245842,540232832,12933707,234884878,11.4147,0,25,12.6919,0,0,0,0
822,61.725,2793954184,252739584,255459485,459866194,1343245842,540232832,12933707,251662607,11.6082,0,25,12.5375,0,0,0,0
823,61.800,2793954184,252739584,255459482,459866194,1343246098,540232832,12933707,252055823,11.9951,0,31.25,12.6919,0,0,0,0
824,61.875,2793954184,252739584,255459481,459866191,1343246098,540232832,12933707,252317199,11.8017,0,25,12.7441,0,0,0,0
825,61.950,2793954184,252739584,255852693,459866191,1343246098,540232832,12933707,235736846,11.6082,0,25,12.7441,0,0,0,0
826,62.025,2793954184,252739584,255852691,459866192,1343246098,557010048,12933707,251662351,11.6082,0,25,12.5375,0,0,0,0
827,62.100,2793954184,252739584,255983762,459866192,1343246098,557010048,12933707,251858959,11.8017,0,25,12.433,0,0,0,0
828,62.175,2793954184,252739584,256114832,443088975,1343246098,557010048,12933707,252186383,11.8017,0,25,12.3309,0,0,0,0
829,62.250,2793954184,252739584,256114829,443088975,1343246098,557010048,12933707,251662095,11.6082,0,25,12.2786,0,0,0,0
830,62.325,2793954184,252739584,256114828,468254799,1343246098,557010048,12868171,268439823,11.8017,0,25,12.3309,0,0,0,0
831,62.400,2793954184,252739584,256114827,468254799,1343246098,557010048,12868171,251989775,11.9951,0,25,12.3807,0,0,0,0
832,62.475,2793954184,252739584,256114826,459866191,1343246098,540232832,12868171,252317711,11.8017,0,25,12.2786,0,0,0,0
833,62.550,2793954184,252739584,256245897,459866191,1343246354,540232832,12933707,252579855,11.8017,0,25,12.5375,0,0,0,0
834,62.625,2793954184,252739584,256245896,468254798,1343246354,540232832,12933707,252579855,11.9951,0,25,12.3309,0,0,0,0
835,62.700,2793954184,252739584,256245895,468254798,1343246354,540232832,12933707,252579855,11.9951,0,25,12.2786,0,0,0,0
836,62.775,2793954184,252739584,256245895,476643407,1343246354,540232832,12933707,252579855,11.9951,0,25,12.3807,0,0,0,0
837,62.850,2793954184,252739584,256245896,476643407,1343246354,540232832,12933707,252579855,11.9951,0,25,12.433,0,0,0,0
838,62.925,2793954184,252739584,256245895,468254799,1343246354,540232832,12933707,252579855,11.9951,0,25,12.2786,0,0,0,0
839,63.000,2793954184,269516800,273023111,468254799,1343246354,540232832,12933707,269357071,11.9951,0,25,12.2264,0,0,0,0
840,63.075,2793954184,269516800,273154182,468254799,1343246354,540232832,12933707,269357072,11.9951,0,25,12.2786,0,0,0,0
841,63.150,2793954184,269516800,273154183,468254799,1343246354,540232832,12933707,269357072,12.1886,0,25,12.1741,0,0,0,0
842,63.225,2793954184,269516800,273023112,476643407,1343246354,540232832,12868171,269357072,12.1886,0,25,12.2264,0,0,0,0
843,63.300,2793954184,269516800,273023113,476643407,1343246354,540232832,12868171,269357072,12.1886,0,25,12.5375,0,0,0,0
844,63.375,2793954184,269516800,272892041,476643407,1343246354,540232832,12868171,252579855,11.9951,0,25,12.2264,0,0,0,0
845,63.450,2793954184,269516800,272892041,476643407,1343246354,540232832,12868171,269357072,11.9951,0,25,12.3309,0,0,0,0
846,63.525,2793954184,269516800,273023112,485032015,1343246354,540232832,12868171,269357072,12.1886,0,25,12.5898,0,0,0,0
847,63.600,2793954184,269516800,273023112,485032015,1343246354,540232832,12868171,269357072,12.1886,0,25,12.2786,0,0,0,0
848,63.675,2793954184,269516800,273023113,485032015,1343246354,540232832,12868171,269357072,12.1886,0,25,12.2786,0,0,0,0
849,63.750,2793954184,269516800,272892041,485032015,1343246097,540232832,12868171,269357072,12.1886,0,25,12.4853,0,0,0,0
850,63.825,2793954184,269516800,272892041,476643407,1343246097,540232832,12868171,269357072,12.1886,0,25,12.3309,0,0,0,0
851,63.900,2793954184,269516800,272892042,476643407,1343246354,540232832,12933707,269357072,12.1886,0,25,12.5898,0,0,0,0
852,63.975,2793954184,269516800,272892042,485032015,1343246354,540232832,12933707,252579855,11.9951,0,25,12.5375,0,0,0,0
853,64.050,2793954184,269516800,273023112,485032015,1343246354,540232832,12933707,269357072,12.1886,0,25,12.4853,0,0,0,0
854,64.125,2793954184,269516800,273023112,485032015,1343246354,540232832,12868171,269357072,12.1886,0,25,12.6396,0,0,0,0
855,64.200,2793954184,269516800,272892042,485032015,1343246354,540232832,12868171,269357072,12.1886,0,25,12.4853,0,0,0,0
856,64.275,2793954184,269516800,272892042,476643407,1343246354,540232832,12868171,269357072,12.1886,0,25,12.5375,0,0,0,0
857,64.350,2793954184,269516800,272892042,476643407,1343246097,540232832,12933707,269357072,12.1886,0,25,12.4853,0,0,0,0
858,64.425,2793954184,269516800,272892043,476643407,1343246097,540232832,12933707,268439568,12.1886,0,25,12.6396,0,0,0,0
859,64.500,2793954184,269516800,272892044,476643407,1343246354,557010048,12933707,268439568,12.1886,0,25,12.5898,0,0,0,0
860,64.575,2793954184,269516800,272892044,476643407,1343246354,557010048,12933707,268439568,12.1886,0,25,12.5898,0,0,0,0
861,64.650,2793954184,269516800,272892045,476643407,1343246097,557010048,12933707,268439568,12.1886,0,25,12.433,0,0,0,0
862,64.725,2793954184,269516800,272892045,476643407,1343246097,557010048,12933707,268439568,12.1886,0,25,12.4853,0,0,0,0
863,64.800,2793954184,269516800,272892046,476643407,1343246098,557010048,12933707,268439568,12.1886,0,25,12.5375,0,0,0,0
864,64.875,2793954184,269516800,272760975,468254799,1343246098,557010048,12933707,268439568,12.1886,0,25,12.5898,0,0,0,0
865,64.950,2793954184,269516800,272760975,468254799,1343246097,557010048,12933707,268439568,12.1886,0,25,12.433,0,0,0,0
866,65.025,2793954184,269516800,272760975,468254799,1343246097,557010048,12868171,268439568,12.1886,0,25,12.3807,0,0,0,0
867,65.100,2793954184,269516800,272760975,468254799,1343246098,557010048,12868171,268439568,12.1886,0,25,12.4853,0,0,0,0
868,65.175,2793954184,269516800,272892046,476643407,1343246098,557010048,12868171,268439568,12.1886,0,25,12.433,0,0,0,0
869,65.250,2793954184,269516800,272892046,476643407,1343246097,557010048,12933707,268439568,12.1886,0,25,12.4853,0,0,0,0
870,65.325,2793954184,269516800,272892046,468254799,1343246097,557010048,12933707,268439568,12.1886,0,25,12.3807,0,0,0,0
871,65.400,2793954184,269516800,272760975,468254799,1343246097,557010048,12933707,268439568,12.1886,0,25,12.2786,0,0,0,0
872,65.475,2793954184,269516800,272892046,476643407,1343246097,557010048,12933707,268439568,12.1886,0,25,12.4853,0,0,0,0
873,65.550,2793954184,269516800,272760975,476643407,1343246097,557010048,12933707,268439568,12.1886,0,25,12.2264,0,0,0,0
874,65.625,2793954184,269516800,272760975,459866191,1343246097,557010048,12933707,268439568,12.1886,0,25,12.3807,0,0,0,0
875,65.700,2793954184,269516800,272892046,459866191,1343246097,557010048,12933707,268439568,12.1886,0,25,12.072,0,0,0,0
876,65.775,2793954184,269516800,272892046,476643407,1343246097,557010048,12933707,268439568,12.1886,0,25,12.5375,0,0,0,0
